response_id,submission_id,analysis_id,split_id,TeamIdentifier,study_id,beta_estimate,contrast,adjusted_df,beta_SE,transformation,link_function_reported,dataset,mixed_model,response_transformation_description,response_transformation_status,response_variable_type,response_construction_description,response_variable_name,response_id_S2,test_variable,sample_size,Bayesian,linear_model,model_subclass,num_variables,num_effects,num_fixed_variables,num_fixed_effects,num_random_variables,num_random_effects,num_interactions,num_duplicate_terms,exclusions_all,exclusions_effect_analysis,exclusion_predictions,Conclusion,ReviewerId,PriorBelief,RateAnalysis,PublishableAsIs,Zr,VZr,mean_diversity_index,estimate_type,abs_deviation_score_estimate,box_cox_abs_deviation_score_estimate,folded_mu_val,folded_v_val,box_cox_var,lambda,weights
R_21gmMa0uclrNoTP,1,1,1,Bulli,Bulli-1-1-1,0.01272,reduced-control,365.6073,0.14793,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_21gmMa0uclrNoTP,rear_nest_trt_R.C,2606,0,linear,standard,7,9,5,7,2,2,2,0,retain,retain,NA,neg_q,Rev133,NA,79,publishable with minor revision,0.00449699040538014,0.00273517514557285,0.5600357827582938,Zr,0.35570284333186614,-0.9005608562076136,0.3557028433319427,0.0027351751455184,9.169113247244648e-4,0.27313047795776935,1090.618005291301
R_234CYWFp3pm7mxh,2,2,1,Albury,Albury-2-2-1,-0.07829,slope,203.8221,0.0119,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_234CYWFp3pm7mxh,net_rearing_manipulation,2533,0,linear,standard,16,16,8,8,8,8,0,0,retain,retain,NA,neg_c,Rev71,Negative relationship (more competition = less growth),80,publishable with minor revision,-0.4458988951737925,0.00490623931359749,0.6186602225563378,Zr,0.09469304224730651,-1.7380243500140666,0.10039885744351482,0.00379308098768446,0.00799757474962816,0.27313047795776935,125.0379060285112
R_234CYWFp3pm7mxh,2,2,1,Albury,Albury-2-2-1,-0.07829,slope,203.8221,0.0119,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_234CYWFp3pm7mxh,net_rearing_manipulation,2533,0,linear,standard,16,16,8,8,8,8,0,0,retain,retain,NA,neg_c,Rev50,Negative relationship (more competition = less growth),80,publishable with minor revision,-0.4458988951737925,0.00490623931359749,0.6186602225563378,Zr,0.09469304224730651,-1.7380243500140666,0.10039885744351482,0.00379308098768446,0.00799757474962816,0.27313047795776935,125.0379060285112
R_234CYWFp3pm7mxh,2,2,1,Albury,Albury-2-2-1,-0.07829,slope,203.8221,0.0119,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_234CYWFp3pm7mxh,net_rearing_manipulation,2533,0,linear,standard,16,16,8,8,8,8,0,0,retain,retain,NA,neg_c,Rev141,Positive relationship (more competition = more growth),94,publishable as is,-0.4458988951737925,0.00490623931359749,0.6186602225563378,Zr,0.09469304224730651,-1.7380243500140666,0.10039885744351482,0.00379308098768446,0.00799757474962816,0.27313047795776935,125.0379060285112
R_234CYWFp3pm7mxh,2,2,1,Albury,Albury-2-2-1,-0.07829,slope,203.8221,0.0119,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_234CYWFp3pm7mxh,net_rearing_manipulation,2533,0,linear,standard,16,16,8,8,8,8,0,0,retain,retain,NA,neg_c,Rev64,Negative relationship (more competition = less growth),80,publishable with minor revision,-0.4458988951737925,0.00490623931359749,0.6186602225563378,Zr,0.09469304224730651,-1.7380243500140666,0.10039885744351482,0.00379308098768446,0.00799757474962816,0.27313047795776935,125.0379060285112
R_234CYWFp3pm7mxh,1,1,1,Albury,Albury-1-1-1,-0.25916,slope,233.1086,0.0286,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_234CYWFp3pm7mxh,net_rearing_manipulation,2533,0,linear,standard,16,16,8,8,8,8,0,0,retain,retain,NA,neg_c,Rev71,Negative relationship (more competition = less growth),80,publishable with minor revision,-0.5632456379493657,0.00428984602026694,0.6186602225563378,Zr,0.21203978502287968,-1.264331886974159,0.21206089465751513,0.00428089340987025,0.00304386427101,0.27313047795776935,328.5297605166155
R_234CYWFp3pm7mxh,1,1,1,Albury,Albury-1-1-1,-0.25916,slope,233.1086,0.0286,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_234CYWFp3pm7mxh,net_rearing_manipulation,2533,0,linear,standard,16,16,8,8,8,8,0,0,retain,retain,NA,neg_c,Rev50,Negative relationship (more competition = less growth),80,publishable with minor revision,-0.5632456379493657,0.00428984602026694,0.6186602225563378,Zr,0.21203978502287968,-1.264331886974159,0.21206089465751513,0.00428089340987025,0.00304386427101,0.27313047795776935,328.5297605166155
R_234CYWFp3pm7mxh,1,1,1,Albury,Albury-1-1-1,-0.25916,slope,233.1086,0.0286,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_234CYWFp3pm7mxh,net_rearing_manipulation,2533,0,linear,standard,16,16,8,8,8,8,0,0,retain,retain,NA,neg_c,Rev141,Positive relationship (more competition = more growth),94,publishable as is,-0.5632456379493657,0.00428984602026694,0.6186602225563378,Zr,0.21203978502287968,-1.264331886974159,0.21206089465751513,0.00428089340987025,0.00304386427101,0.27313047795776935,328.5297605166155
R_234CYWFp3pm7mxh,1,1,1,Albury,Albury-1-1-1,-0.25916,slope,233.1086,0.0286,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_234CYWFp3pm7mxh,net_rearing_manipulation,2533,0,linear,standard,16,16,8,8,8,8,0,0,retain,retain,NA,neg_c,Rev64,Negative relationship (more competition = less growth),80,publishable with minor revision,-0.5632456379493657,0.00428984602026694,0.6186602225563378,Zr,0.21203978502287968,-1.264331886974159,0.21206089465751513,0.00428089340987025,0.00304386427101,0.27313047795776935,328.5297605166155
R_2aPKje1xa8BzFa8,1,1,1,Alding,Alding-1-1-1,-0.17,(control+reduced)-enlarged,3663,0.01,identity,identity,blue tit,0,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_2aPKje1xa8BzFa8,rear_nest_trt_CR.E,2062,0,linear,standard,3,3,3,3,0,0,0,0,retain,retain,NA,neg_c,Rev71,Negative relationship (more competition = less growth),75,publishable with minor revision,-0.27731800874501955,2.73000273000273e-4,0.8016825202595533,Zr,0.07388784418146643,-1.8640280307211512,0.07388787049543044,2.7299638443543597e-4,8.98869432886428e-4,0.27313047795776935,1112.508628521079
R_2aPKje1xa8BzFa8,1,1,1,Alding,Alding-1-1-1,-0.17,(control+reduced)-enlarged,3663,0.01,identity,identity,blue tit,0,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_2aPKje1xa8BzFa8,rear_nest_trt_CR.E,2062,0,linear,standard,3,3,3,3,0,0,0,0,retain,retain,NA,neg_c,Rev67,Negative relationship (more competition = less growth),25,deeply flawed and unpublishable,-0.27731800874501955,2.73000273000273e-4,0.8016825202595533,Zr,0.07388784418146643,-1.8640280307211512,0.07388787049543044,2.7299638443543597e-4,8.98869432886428e-4,0.27313047795776935,1112.508628521079
R_2aPKje1xa8BzFa8,1,1,1,Alding,Alding-1-1-1,-0.17,(control+reduced)-enlarged,3663,0.01,identity,identity,blue tit,0,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_2aPKje1xa8BzFa8,rear_nest_trt_CR.E,2062,0,linear,standard,3,3,3,3,0,0,0,0,retain,retain,NA,neg_c,Rev105,Negative relationship (more competition = less growth),55,publishable with major revision,-0.27731800874501955,2.73000273000273e-4,0.8016825202595533,Zr,0.07388784418146643,-1.8640280307211512,0.07388787049543044,2.7299638443543597e-4,8.98869432886428e-4,0.27313047795776935,1112.508628521079
R_2aPKje1xa8BzFa8,1,1,1,Alding,Alding-1-1-1,-0.17,(control+reduced)-enlarged,3663,0.01,identity,identity,blue tit,0,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_2aPKje1xa8BzFa8,rear_nest_trt_CR.E,2062,0,linear,standard,3,3,3,3,0,0,0,0,retain,retain,NA,neg_c,Rev131,Positive relationship (more competition = more growth),16,deeply flawed and unpublishable,-0.27731800874501955,2.73000273000273e-4,0.8016825202595533,Zr,0.07388784418146643,-1.8640280307211512,0.07388787049543044,2.7299638443543597e-4,8.98869432886428e-4,0.27313047795776935,1112.508628521079
R_2CEpr5R0zCk1v1Q,1,1,1,Allora,Allora-1-1-1,-0.05921,slope,277.756839,0.00652,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_2CEpr5R0zCk1v1Q,rear_Cs_at_start_of_rearing,NA,0,linear,standard,7,7,2,2,5,5,0,0,retain,retain,NA,neg_c,Rev88,NA,59,publishable with major revision,-0.5210050412377822,0.00360027138701704,0.5342654108686544,Zr,0.16979918831129626,-1.4054476279087786,0.16988177261102214,0.00357221907272905,0.00350625980211976,0.27313047795776935,285.20419376665535
R_2CEpr5R0zCk1v1Q,1,1,1,Allora,Allora-1-1-1,-0.05921,slope,277.756839,0.00652,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_2CEpr5R0zCk1v1Q,rear_Cs_at_start_of_rearing,NA,0,linear,standard,7,7,2,2,5,5,0,0,retain,retain,NA,neg_c,Rev86,Negative relationship (more competition = less growth),50,publishable with major revision,-0.5210050412377822,0.00360027138701704,0.5342654108686544,Zr,0.16979918831129626,-1.4054476279087786,0.16988177261102214,0.00357221907272905,0.00350625980211976,0.27313047795776935,285.20419376665535
R_2CEpr5R0zCk1v1Q,1,1,1,Allora,Allora-1-1-1,-0.05921,slope,277.756839,0.00652,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_2CEpr5R0zCk1v1Q,rear_Cs_at_start_of_rearing,NA,0,linear,standard,7,7,2,2,5,5,0,0,retain,retain,NA,neg_c,Rev74,Negative relationship (more competition = less growth),30,publishable with major revision,-0.5210050412377822,0.00360027138701704,0.5342654108686544,Zr,0.16979918831129626,-1.4054476279087786,0.16988177261102214,0.00357221907272905,0.00350625980211976,0.27313047795776935,285.20419376665535
R_2CEpr5R0zCk1v1Q,1,1,1,Allora,Allora-1-1-1,-0.05921,slope,277.756839,0.00652,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_2CEpr5R0zCk1v1Q,rear_Cs_at_start_of_rearing,NA,0,linear,standard,7,7,2,2,5,5,0,0,retain,retain,NA,neg_c,Rev132,Negative relationship (more competition = less growth),70,publishable with minor revision,-0.5210050412377822,0.00360027138701704,0.5342654108686544,Zr,0.16979918831129626,-1.4054476279087786,0.16988177261102214,0.00357221907272905,0.00350625980211976,0.27313047795776935,285.20419376665535
R_2Pjoz1X4q5XRClO,1,1,1,Aramac,Aramac-1-1-1,-1.117943,control-enlarged,496.444018,0.1106223,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2Pjoz1X4q5XRClO,rear_nest_trt_C.E,3720,1,linear,standard,8,8,4,4,4,4,0,0,retain,retain,NA,neg_q,Rev63,Negative relationship (more competition = less growth),95,publishable as is,-0.4393006870172051,0.00201432581266393,0.484800742678782,Zr,0.08809483409071911,-1.7755926844378571,0.08893628863977604,0.0018653621691177,0.00469103184260401,0.27313047795776935,213.17271627064775
R_2Pjoz1X4q5XRClO,1,1,1,Aramac,Aramac-1-1-1,-1.117943,control-enlarged,496.444018,0.1106223,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2Pjoz1X4q5XRClO,rear_nest_trt_C.E,3720,1,linear,standard,8,8,4,4,4,4,0,0,retain,retain,NA,neg_q,Rev82,Negative relationship (more competition = less growth),92,publishable with minor revision,-0.4393006870172051,0.00201432581266393,0.484800742678782,Zr,0.08809483409071911,-1.7755926844378571,0.08893628863977604,0.0018653621691177,0.00469103184260401,0.27313047795776935,213.17271627064775
R_2Pjoz1X4q5XRClO,1,1,1,Aramac,Aramac-1-1-1,-1.117943,control-enlarged,496.444018,0.1106223,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2Pjoz1X4q5XRClO,rear_nest_trt_C.E,3720,1,linear,standard,8,8,4,4,4,4,0,0,retain,retain,NA,neg_q,Rev32,Negative relationship (more competition = less growth),75,publishable with minor revision,-0.4393006870172051,0.00201432581266393,0.484800742678782,Zr,0.08809483409071911,-1.7755926844378571,0.08893628863977604,0.0018653621691177,0.00469103184260401,0.27313047795776935,213.17271627064775
R_2Pjoz1X4q5XRClO,1,1,1,Aramac,Aramac-1-1-1,-1.117943,control-enlarged,496.444018,0.1106223,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2Pjoz1X4q5XRClO,rear_nest_trt_C.E,3720,1,linear,standard,8,8,4,4,4,4,0,0,retain,retain,NA,neg_q,Rev140,Negative relationship (more competition = less growth),72,publishable with minor revision,-0.4393006870172051,0.00201432581266393,0.484800742678782,Zr,0.08809483409071911,-1.7755926844378571,0.08893628863977604,0.0018653621691177,0.00469103184260401,0.27313047795776935,213.17271627064775
R_2Pjoz1X4q5XRClO,1,1,1,Aramac,Aramac-1-1-1,-1.117943,control-enlarged,496.444018,0.1106223,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2Pjoz1X4q5XRClO,rear_nest_trt_C.E,3720,1,linear,standard,8,8,4,4,4,4,0,0,retain,retain,NA,neg_q,Rev46,NA,90,publishable with minor revision,-0.4393006870172051,0.00201432581266393,0.484800742678782,Zr,0.08809483409071911,-1.7755926844378571,0.08893628863977604,0.0018653621691177,0.00469103184260401,0.27313047795776935,213.17271627064775
R_2Pjoz1X4q5XRClO,1,1,2,Aramac,Aramac-1-1-2,-0.02219836,reduced-control,513.041457,0.1080778,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2Pjoz1X4q5XRClO,rear_nest_trt_R.C,3720,1,linear,standard,8,8,4,4,4,4,0,0,retain,retain,NA,neg_q,Rev63,Negative relationship (more competition = less growth),95,publishable as is,-0.0090678058464796,0.0019491602215686,0.484800742678782,Zr,0.3421380470800064,-0.9297234292310438,0.34213804708000645,0.00194916022156857,6.914129685554877e-4,0.27313047795776935,1446.313629449586
R_2Pjoz1X4q5XRClO,1,1,2,Aramac,Aramac-1-1-2,-0.02219836,reduced-control,513.041457,0.1080778,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2Pjoz1X4q5XRClO,rear_nest_trt_R.C,3720,1,linear,standard,8,8,4,4,4,4,0,0,retain,retain,NA,neg_q,Rev82,Negative relationship (more competition = less growth),92,publishable with minor revision,-0.0090678058464796,0.0019491602215686,0.484800742678782,Zr,0.3421380470800064,-0.9297234292310438,0.34213804708000645,0.00194916022156857,6.914129685554877e-4,0.27313047795776935,1446.313629449586
R_2Pjoz1X4q5XRClO,1,1,2,Aramac,Aramac-1-1-2,-0.02219836,reduced-control,513.041457,0.1080778,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2Pjoz1X4q5XRClO,rear_nest_trt_R.C,3720,1,linear,standard,8,8,4,4,4,4,0,0,retain,retain,NA,neg_q,Rev32,Negative relationship (more competition = less growth),75,publishable with minor revision,-0.0090678058464796,0.0019491602215686,0.484800742678782,Zr,0.3421380470800064,-0.9297234292310438,0.34213804708000645,0.00194916022156857,6.914129685554877e-4,0.27313047795776935,1446.313629449586
R_2Pjoz1X4q5XRClO,1,1,2,Aramac,Aramac-1-1-2,-0.02219836,reduced-control,513.041457,0.1080778,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2Pjoz1X4q5XRClO,rear_nest_trt_R.C,3720,1,linear,standard,8,8,4,4,4,4,0,0,retain,retain,NA,neg_q,Rev140,Negative relationship (more competition = less growth),72,publishable with minor revision,-0.0090678058464796,0.0019491602215686,0.484800742678782,Zr,0.3421380470800064,-0.9297234292310438,0.34213804708000645,0.00194916022156857,6.914129685554877e-4,0.27313047795776935,1446.313629449586
R_2Pjoz1X4q5XRClO,1,1,2,Aramac,Aramac-1-1-2,-0.02219836,reduced-control,513.041457,0.1080778,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2Pjoz1X4q5XRClO,rear_nest_trt_R.C,3720,1,linear,standard,8,8,4,4,4,4,0,0,retain,retain,NA,neg_q,Rev46,NA,90,publishable with minor revision,-0.0090678058464796,0.0019491602215686,0.484800742678782,Zr,0.3421380470800064,-0.9297234292310438,0.34213804708000645,0.00194916022156857,6.914129685554877e-4,0.27313047795776935,1446.313629449586
R_2SualymdumDBI63,2,2,1,Ararat,Ararat-2-2-1,-0.178,slope,233,0.0166,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2SualymdumDBI63,net_rearing_manipulation,2629,0,linear,standard,9,9,6,6,3,3,0,0,retain,retain,NA,neg_c,Rev42,NA,25,deeply flawed and unpublishable,-0.65469706391201,0.00429184549356223,0.5004809876551062,Zr,0.303491210985524,-1.0176999755547027,0.30349125813293565,0.0042918168759099,0.00181219872713017,0.27313047795776935,551.8158604953952
R_2SualymdumDBI63,2,2,1,Ararat,Ararat-2-2-1,-0.178,slope,233,0.0166,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2SualymdumDBI63,net_rearing_manipulation,2629,0,linear,standard,9,9,6,6,3,3,0,0,retain,retain,NA,neg_c,Rev31,Negative relationship (more competition = less growth),75,publishable with major revision,-0.65469706391201,0.00429184549356223,0.5004809876551062,Zr,0.303491210985524,-1.0176999755547027,0.30349125813293565,0.0042918168759099,0.00181219872713017,0.27313047795776935,551.8158604953952
R_2SualymdumDBI63,2,2,1,Ararat,Ararat-2-2-1,-0.178,slope,233,0.0166,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2SualymdumDBI63,net_rearing_manipulation,2629,0,linear,standard,9,9,6,6,3,3,0,0,retain,retain,NA,neg_c,Rev45,Negative relationship (more competition = less growth),70,publishable with major revision,-0.65469706391201,0.00429184549356223,0.5004809876551062,Zr,0.303491210985524,-1.0176999755547027,0.30349125813293565,0.0042918168759099,0.00181219872713017,0.27313047795776935,551.8158604953952
R_2SualymdumDBI63,3,3,1,Ararat,Ararat-3-3-1,-0.1703,slope,253,0.0135,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2SualymdumDBI63,rear_Cs_at_start_of_rearing,2629,0,linear,standard,9,9,6,6,3,3,0,0,retain,retain,NA,neg_c,Rev42,NA,25,deeply flawed and unpublishable,-0.7272607000641736,0.00395256916996047,0.4719217304807662,Zr,0.37605484713768766,-0.8582867645302937,0.3760548471597759,0.00395256915334771,0.00122206339061589,0.27313047795776935,818.2881572911012
R_2SualymdumDBI63,3,3,1,Ararat,Ararat-3-3-1,-0.1703,slope,253,0.0135,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2SualymdumDBI63,rear_Cs_at_start_of_rearing,2629,0,linear,standard,9,9,6,6,3,3,0,0,retain,retain,NA,neg_c,Rev31,Negative relationship (more competition = less growth),75,publishable with major revision,-0.7272607000641736,0.00395256916996047,0.4719217304807662,Zr,0.37605484713768766,-0.8582867645302937,0.3760548471597759,0.00395256915334771,0.00122206339061589,0.27313047795776935,818.2881572911012
R_2SualymdumDBI63,3,3,1,Ararat,Ararat-3-3-1,-0.1703,slope,253,0.0135,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2SualymdumDBI63,rear_Cs_at_start_of_rearing,2629,0,linear,standard,9,9,6,6,3,3,0,0,retain,retain,NA,neg_c,Rev45,Negative relationship (more competition = less growth),70,publishable with major revision,-0.7272607000641736,0.00395256916996047,0.4719217304807662,Zr,0.37605484713768766,-0.8582867645302937,0.3760548471597759,0.00395256915334771,0.00122206339061589,0.27313047795776935,818.2881572911012
R_2SualymdumDBI63,1,1,1,Ararat,Ararat-1-1-1,-1.1766,control-enlarged,419,0.1366,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2SualymdumDBI63,rear_nest_trt_C.E,2629,0,linear,standard,9,10,6,7,3,3,1,0,retain,retain,NA,neg_c,Rev42,NA,25,deeply flawed and unpublishable,-0.4092735818548953,0.00238663484486873,0.4550297867073727,Zr,0.05806772892840933,-1.9784915224506687,0.06367851409934533,0.00170354282987144,0.00696266618875346,0.27313047795776935,143.6231427574775
R_2SualymdumDBI63,1,1,1,Ararat,Ararat-1-1-1,-1.1766,control-enlarged,419,0.1366,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2SualymdumDBI63,rear_nest_trt_C.E,2629,0,linear,standard,9,10,6,7,3,3,1,0,retain,retain,NA,neg_c,Rev31,Negative relationship (more competition = less growth),75,publishable with major revision,-0.4092735818548953,0.00238663484486873,0.4550297867073727,Zr,0.05806772892840933,-1.9784915224506687,0.06367851409934533,0.00170354282987144,0.00696266618875346,0.27313047795776935,143.6231427574775
R_2SualymdumDBI63,1,1,1,Ararat,Ararat-1-1-1,-1.1766,control-enlarged,419,0.1366,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2SualymdumDBI63,rear_nest_trt_C.E,2629,0,linear,standard,9,10,6,7,3,3,1,0,retain,retain,NA,neg_c,Rev45,Negative relationship (more competition = less growth),70,publishable with major revision,-0.4092735818548953,0.00238663484486873,0.4550297867073727,Zr,0.05806772892840933,-1.9784915224506687,0.06367851409934533,0.00170354282987144,0.00696266618875346,0.27313047795776935,143.6231427574775
R_2SualymdumDBI63,1,1,2,Ararat,Ararat-1-1-2,0.1094,reduced-control,436,0.1394,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2SualymdumDBI63,rear_nest_trt_R.C,2629,0,linear,standard,9,10,6,7,3,3,1,0,retain,retain,NA,neg_c,Rev42,NA,25,deeply flawed and unpublishable,0.03757587550774467,0.00229357798165137,0.4550297867073727,Zr,0.38878172843423064,-0.8326898815449049,0.38878172843423064,0.00229357798165139,6.756386275498002e-4,0.27313047795776935,1480.0811546647274
R_2SualymdumDBI63,1,1,2,Ararat,Ararat-1-1-2,0.1094,reduced-control,436,0.1394,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2SualymdumDBI63,rear_nest_trt_R.C,2629,0,linear,standard,9,10,6,7,3,3,1,0,retain,retain,NA,neg_c,Rev31,Negative relationship (more competition = less growth),75,publishable with major revision,0.03757587550774467,0.00229357798165137,0.4550297867073727,Zr,0.38878172843423064,-0.8326898815449049,0.38878172843423064,0.00229357798165139,6.756386275498002e-4,0.27313047795776935,1480.0811546647274
R_2SualymdumDBI63,1,1,2,Ararat,Ararat-1-1-2,0.1094,reduced-control,436,0.1394,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2SualymdumDBI63,rear_nest_trt_R.C,2629,0,linear,standard,9,10,6,7,3,3,1,0,retain,retain,NA,neg_c,Rev45,Negative relationship (more competition = less growth),70,publishable with major revision,0.03757587550774467,0.00229357798165137,0.4550297867073727,Zr,0.38878172843423064,-0.8326898815449049,0.38878172843423064,0.00229357798165139,6.756386275498002e-4,0.27313047795776935,1480.0811546647274
R_2tarci531JBsPED,2,2,1,August,August-2-2-1,-0.372264,reduced-enlarged,204.9391,0.0361485,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_2tarci531JBsPED,rear_nest_trt_R.E,2801,1,linear,standard,4,4,1,1,3,3,0,0,retain,retain,NA,neg_c,Rev124,Negative relationship (more competition = less growth),60,publishable with major revision,-0.6684575376089604,0.00487949834853378,0.5682553166352472,Zr,0.31725168468247444,-0.9854882714473754,0.31725176370838887,0.00487944820631856,0.00193169897175991,0.27313047795776935,517.6790041405504
R_2tarci531JBsPED,2,2,1,August,August-2-2-1,-0.372264,reduced-enlarged,204.9391,0.0361485,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_2tarci531JBsPED,rear_nest_trt_R.E,2801,1,linear,standard,4,4,1,1,3,3,0,0,retain,retain,NA,neg_c,Rev86,Negative relationship (more competition = less growth),92,publishable as is,-0.6684575376089604,0.00487949834853378,0.5682553166352472,Zr,0.31725168468247444,-0.9854882714473754,0.31725176370838887,0.00487944820631856,0.00193169897175991,0.27313047795776935,517.6790041405504
R_2tarci531JBsPED,2,2,1,August,August-2-2-1,-0.372264,reduced-enlarged,204.9391,0.0361485,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_2tarci531JBsPED,rear_nest_trt_R.E,2801,1,linear,standard,4,4,1,1,3,3,0,0,retain,retain,NA,neg_c,Rev74,Negative relationship (more competition = less growth),89,publishable with minor revision,-0.6684575376089604,0.00487949834853378,0.5682553166352472,Zr,0.31725168468247444,-0.9854882714473754,0.31725176370838887,0.00487944820631856,0.00193169897175991,0.27313047795776935,517.6790041405504
R_2tarci531JBsPED,1,1,1,August,August-1-1-1,-1.07532,reduced-enlarged,268.8185,0.08653056,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2tarci531JBsPED,rear_nest_trt_R.E,2801,1,linear,standard,4,4,1,1,3,3,0,0,retain,retain,NA,neg_c,Rev124,Negative relationship (more competition = less growth),60,publishable with major revision,-0.6994923718670243,0.00371998206968642,0.5682553166352472,Zr,0.3482865189405383,-0.9164027788664946,0.348286519054473,0.00371998199032258,0.00128583641778514,0.27313047795776935,777.7039024314621
