response_id,id_col,submission_id,analysis_id,split_id,beta_estimate,contrast,adjusted_df,beta_SE,transformation,link_function_reported,dataset,mixed_model,response_transformation_description,response_transformation_status,response_variable_type,response_construction_description,response_variable_name,response_id_S2,test_variable,sample_size,Bayesian,linear_model,model_subclass,num_variables,num_effects,num_fixed_variables,num_fixed_effects,num_random_variables,num_random_effects,num_interactions,num_duplicate_terms,exclusions_all,exclusions_effect_analysis,exclusion_predictions,ConclusionS1,Conclusion,software,data_cleaning_preprocessing_tool,data_cleaning_preprocessing_version,data_analysis_tool,data_analysis_version,SurveyID,Date,Season,Property,Quadrat no,Easting,Northing,Aspect,Landscape position,ExoticAnnualGrass_cover,ExoticAnnualHerb_cover,ExoticPerennialHerb_cover,ExoticPerennialGrass_cover,ExoticShrub_cover,NativePerennialFern_cover,NativePerennialGrass_cover,NativePerennialHerb_cover,NativePerennialGraminoid_cover,NativeShrub_cover,BareGround_cover,Litter_cover,MossLichen_cover,Rock_cover,Euc_canopy_cover,Distance_to_Eucalypt_canopy(m),euc_sdlgs0_50cm,euc_sdlgs50cm-2m,euc_sdlgs>2m,annual_precipitation,precipitation_warmest_quarter,precipitation_coldest_quarter,PET,MrVBF,K_perc,Th_ppm,U_ppm,SRad_Jan,SRad_Jul,all_grass,all_exotic_grass,all_native_grass_graminoid,all_non-grass_veg,shrub_cover,herb_cover,other_veg,bare,month,all_exotic_herb,native_herb_fern_gram,growing_space,soilPC1,coverPC1,coverPC2,coverPC3,precip_max_range,year,size_class,all_perennial_grass,sample,hatch_year,hatch_nest_breed_ID,hatch_Area,hatch_Box,hatch_mom_Ring,hatch_nest_dad_Ring,Extra-pair_paternity,Extra-pair_dad_ring,genetic_dad_ring_(WP_or_EP),hatch_nest_LD,hatch_nest_CS,hatch_nest_OH,d0_hatch_nest_brood_size,d14_hatch_nest_brood_size,rear_nest_breed_ID,rear_area,rear_Box,rear_mom_Ring,rear_dad_Ring,rear_nest_trt,home_or_away,rear_nest_LD,rear_nest_CS,rear_nest_OH,rear_d0_rear_nest_brood_size,rear_Cs_out,rear_Cs_in,net_rearing_manipulation,rear_Cs_at_start_of_rearing,d14_rear_nest_brood_size,number_chicks_fledged_from_rear_nest,Date_of_day14,day_14_tarsus_length,day_14_weight,day14_measurer,chick_sex_molec,chick_survival_to_first_breed_season,within-area_movement,brood_reduction,blood_sib,hatch_incub_length,rear_incub_length,relatedness,competition_weight,relative_CS,envir_rear,percent_change,parentage,manipulation_non,seasonal_timing,brood_mortality,brood_sex_ratio,TeamIdentifier
R_2vYtB65EABDGMNB,Batlow-1-1-3,1,1,3,-1.2,slope,233,1,identity,identity,blue tit,1,NA,NA,original variable (transformed prior to analysis [not with a link function in analysis]),NA,PC1.day_14_weight.day_14_tarsus_length,R_2vYtB65EABDGMNB,rear_Cs_at_start_of_rearing,2385,0,linear,standard,8,10,6,8,2,2,2,0,retain,retain,exclude,"We conclude that sibling competition influences nestling growth because nestlings from experimentally increased broods were smaller relative to experimentally decreased broods. Further, there was a negative relationship between nestling size and brood size among nestlings from manipulated broods. However, there was little evidence of this pattern within the unmanipulated control broods, likely because parents optimize clutch size based on individual state and annual environmental conditions. Finally, the strength of the effect of sibling competition on nestling growth varied across the study years.
",neg_c,We did all the data cleaning and analysis in R Studio 1.2.5033 and R. 3.6.3 (R Core Team 2020).,R,3.6.3,R,3.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hatch_year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,rear_area,NA,NA,NA,rear_nest_trt,home_or_away,NA,NA,rear_nest_OH,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,NA,NA,NA,NA,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batlow
R_2wFd1Uodrx19dK3,Baxter-2-2-1,2,2,1,NA,NA,NA,NA,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_2wFd1Uodrx19dK3,NA,NA,1,linear,standard,16,17,4,5,12,12,1,0,retain,exclude_all,NA,The competition with sibling is an important determinant of growth.,neg_c,R 3.5.3,R,3.5.3,R,3.5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hatch_year,hatch_nest_breed_ID,hatch_Area,hatch_Box,hatch_mom_Ring,NA,NA,NA,genetic_dad_ring_(WP_or_EP),NA,NA,NA,NA,NA,rear_nest_breed_ID,rear_area,rear_Box,rear_mom_Ring,rear_dad_Ring,rear_nest_trt,NA,rear_nest_LD,NA,NA,rear_d0_rear_nest_brood_size,NA,NA,NA,NA,NA,NA,NA,NA,NA,day14_measurer,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baxter
R_2wFd1Uodrx19dK3,Baxter-1-1-1,1,1,1,NA,NA,NA,NA,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2wFd1Uodrx19dK3,NA,NA,1,linear,standard,16,17,4,5,12,12,1,0,retain,exclude_all,NA,The competition with sibling is an important determinant of growth.,neg_c,R 3.5.3,R,3.5.3,R,3.5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hatch_year,hatch_nest_breed_ID,hatch_Area,hatch_Box,hatch_mom_Ring,NA,NA,NA,genetic_dad_ring_(WP_or_EP),NA,NA,NA,NA,NA,rear_nest_breed_ID,rear_area,rear_Box,rear_mom_Ring,rear_dad_Ring,rear_nest_trt,NA,rear_nest_LD,NA,NA,rear_d0_rear_nest_brood_size,NA,NA,NA,NA,NA,NA,NA,NA,NA,day14_measurer,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baxter
R_2Wwn0cMK5hFC4vB,Beltan-2-2-1,2,2,1,-146.7,slope,414.87,20.28,identity,identity,blue tit,1,power3,power3,original variable (transformed prior to analysis [not with a link function in analysis]),NA,day_14_tarsus_length,R_2Wwn0cMK5hFC4vB,rear_Cs_at_start_of_rearing,2385,0,linear,exponential_variance,5,6,2,3,3,3,1,0,retain,retain,NA,"Competition among siblings has a negative effect on both, female and male nestling growth. Both, size and weight of individual nestlings measured 14 days after hatching decrease substantially with increasing numbers of nestlings reared in the same nest.",neg_c,R version 4.0.0,R,4.0.0,R,4.0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hatch_year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,NA,NA,NA,day14_measurer,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beltan
R_2Wwn0cMK5hFC4vB,Beltan-1-1-1,1,1,1,-153.621,slope,344.62,14.96,identity,identity,blue tit,1,power3,power3,original variable (transformed prior to analysis [not with a link function in analysis]),NA,day_14_weight,R_2Wwn0cMK5hFC4vB,rear_Cs_at_start_of_rearing,2385,0,linear,exponential_variance,5,6,2,3,3,3,1,0,retain,retain,NA,"Competition among siblings has a negative effect on both, female and male nestling growth. Both, size and weight of individual nestlings measured 14 days after hatching decrease substantially with increasing numbers of nestlings reared in the same nest.",neg_c,R version 4.0.0,R,4.0.0,R,4.0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hatch_year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,NA,NA,NA,day14_measurer,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beltan
R_2xPmP71Af1t1YR5,Bethan-1-1-1,1,1,1,NA,NA,NA,NA,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2xPmP71Af1t1YR5,net_rearing_manipulation,3267,1,generalised,standard,17,18,7,8,10,10,1,0,retain,exclude_all,NA,"The growth of nestling blue tits is directly impaired by competition with siblings, by about 0.22 grams per additional sibling. The lack of a negative association with the number of fledged birds from the rearing nest suggests that this may be less related to the absolute number of siblings, but rather the extent to which the number of siblings exceeds the number which the provisioning adults are capable of rearing.",neg_q,"Data cleaning - R 3.6.0, model estimation - rstan 2.19.3",R,3.6.0,"R,Stan","3.6.0,NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hatch_nest_breed_ID,hatch_Area,hatch_Box,hatch_mom_Ring,NA,NA,NA,genetic_dad_ring_(WP_or_EP),NA,NA,NA,d0_hatch_nest_brood_size,NA,rear_nest_breed_ID,rear_area,rear_Box,rear_mom_Ring,rear_dad_Ring,NA,home_or_away,NA,NA,NA,NA,NA,NA,net_rearing_manipulation,NA,NA,number_chicks_fledged_from_rear_nest,Date_of_day14,NA,NA,day14_measurer,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bethan
R_2y3muAnh5ZdPNsd,Beulah-1-1-1,1,1,1,-0.24464,control-enlarged,391.56154,0.06377,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_2y3muAnh5ZdPNsd,rear_nest_trt_C.E,2789,0,linear,standard,5,5,2,2,3,3,0,0,retain,retain,NA,THP paraphrase: competition reduced chick growth regardless of how competition is defined,neg_c,NA,R,4.0.0,R,4.0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hatch_year,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,NA,rear_Box,NA,NA,rear_nest_trt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beulah
R_2YDnnczYjl21ufr,Bilpin-1-1-1,1,1,1,-0.18247,slope,198.335,0.01605,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_2YDnnczYjl21ufr,net_rearing_manipulation,NA,0,linear,standard,6,6,4,4,2,2,0,0,retain,retain,NA,Competition has a negative effect on growth.,neg_c,R 3.63,R,3.6.3,R,3.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hatch_year,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_d0_rear_nest_brood_size,NA,NA,net_rearing_manipulation,NA,NA,NA,NA,NA,NA,NA,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bilpin
R_2YQeDDkUPqS56ew,Bathurst-1-1-1,1,1,1,-0.01025,slope,329.86647,0.01226211,log,log,eucalyptus,1,NA,NA,constructed variable (combining information from two or more original variables),"The constructed variable 'euc_stem' was created by summing the different counts for eucalyptus stems: 'euc_sdlgs0_50cm', 'euc_sdlgs50cm-2m', 'euc_sdlgs>2m'. This should be the same as 'total_seedlings (temp)' in the new data set provided.",euc_sdlgs_all,R_2YQeDDkUPqS56ew,all_grass,345,0,generalised,standard,10,10,8,8,2,2,0,0,retain,retain,NA,From this analysis I would have to say that grass cover has no influence on Eucalyptus seedling recruitment.,none_c,"viewing data -Microsoft Excel, R 3.6.2
data cleaning  - R 3.6.2
data exploration  - R 3.6.2
data storage -Microsoft Excel, R 3.6.2
model fitting -R 3.6.2
model selection -R 3.6.2
analyses -R 3.6.2
data summary -R 3.6.2","Excel,R","NA,3.6.2",R,3.6.2,NA,NA,Season,Property,Quadrat no,NA,NA,NA,Landscape position,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Litter_cover,NA,NA,NA,Distance_to_Eucalypt_canopy(m),NA,NA,NA,NA,NA,NA,PET,NA,K_perc,NA,NA,NA,NA,all_grass,NA,NA,all_non-grass_veg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bathurst
R_2yr82cdDjPysYtS,Bindoo-1-1-1,1,1,1,NA,NA,NA,7.69E-04,identity,identity,blue tit,0,NA,NA,constructed variable (combining information from two or more original variables),"GL, was calculated as the difference between its day 14 tarsus length and the average day 14 tarsus length for all members of its hatch nest.  GL = xday_14_tarsus_length - x Ì…day_14_tarsus_length | hatch_nest_breed_ID",day_14_tarsus_length_deviation,R_2yr82cdDjPysYtS,competition_weight,3720,0,linear,standard,1,1,1,1,0,0,0,0,retain,exclude_all,NA,"All definitions of sibling competition had a statistically significant, negative impact on all definitions of growth, while controlling for expected growth on the basis of the average of the hatch nest. However, the effect sizes were small, and only two measures of growth (weight and BMI) had enough variance explained by the tarsus length measure of sibling competition to be considered of practical interest. Thus, overall sibling competition has a modest negative impact on growth.",neg_q,SPSS version 25,SPSS,25,SPSS,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,competition_weight,NA,NA,NA,NA,NA,NA,NA,NA,Bindoo
R_2zj7U8UJE7GgEYS,Beachpor-1-1-1,1,1,1,0.00892267,slope,112,0.0072222,identity,identity,eucalyptus,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_2zj7U8UJE7GgEYS,ExoticAnnualGrass_cover,348,0,linear,standard,7,7,4,4,3,3,0,0,retain,exclude_partial,NA,Grass cover did not have an influence on Eucalyptus spp. seedling recruitment.,none_c,R 4.0.0,R,4.0.0,R,4.0.0,NA,NA,Season,NA,NA,Easting,Northing,NA,NA,ExoticAnnualGrass_cover,NA,NA,ExoticPerennialGrass_cover,NA,NA,NativePerennialGrass_cover,NA,NA,NA,NA,NA,NA,NA,Euc_canopy_cover,NA,NA,euc_sdlgs50cm-2m,NA,NA,NA,NA,NA,MrVBF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beachpor
R_2zj7U8UJE7GgEYS,Beachpor-1-1-2,1,1,2,0.01598285,slope,112,0.012274,identity,identity,eucalyptus,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_2zj7U8UJE7GgEYS,ExoticPerennialGrass_cover,348,0,linear,standard,7,7,4,4,3,3,0,0,retain,exclude_partial,NA,Grass cover did not have an influence on Eucalyptus spp. seedling recruitment.,none_c,R 4.0.0,R,4.0.0,R,4.0.0,NA,NA,Season,NA,NA,Easting,Northing,NA,NA,ExoticAnnualGrass_cover,NA,NA,ExoticPerennialGrass_cover,NA,NA,NativePerennialGrass_cover,NA,NA,NA,NA,NA,NA,NA,Euc_canopy_cover,NA,NA,euc_sdlgs50cm-2m,NA,NA,NA,NA,NA,MrVBF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beachpor
R_2zj7U8UJE7GgEYS,Beachpor-1-1-3,1,1,3,0.00728771,slope,112,0.0091246,identity,identity,eucalyptus,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_2zj7U8UJE7GgEYS,NativePerennialGrass_cover,348,0,linear,standard,7,7,4,4,3,3,0,0,retain,exclude_partial,NA,Grass cover did not have an influence on Eucalyptus spp. seedling recruitment.,none_c,R 4.0.0,R,4.0.0,R,4.0.0,NA,NA,Season,NA,NA,Easting,Northing,NA,NA,ExoticAnnualGrass_cover,NA,NA,ExoticPerennialGrass_cover,NA,NA,NativePerennialGrass_cover,NA,NA,NA,NA,NA,NA,NA,Euc_canopy_cover,NA,NA,euc_sdlgs50cm-2m,NA,NA,NA,NA,NA,MrVBF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beachpor
R_2zj7U8UJE7GgEYS,Beachpor-2-2-1,2,2,1,-7.66E-04,slope,103,0.0097312,identity,identity,eucalyptus,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs50cm_2m,R_2zj7U8UJE7GgEYS,ExoticAnnualGrass_cover,348,0,linear,standard,16,16,13,13,3,3,0,0,retain,exclude_partial,NA,Grass cover did not have an influence on Eucalyptus spp. seedling recruitment.,none_c,R 4.0.0,R,4.0.0,R,4.0.0,NA,NA,Season,NA,NA,Easting,Northing,NA,NA,ExoticAnnualGrass_cover,ExoticAnnualHerb_cover,ExoticPerennialHerb_cover,ExoticPerennialGrass_cover,ExoticShrub_cover,NativePerennialFern_cover,NativePerennialGrass_cover,NA,NativePerennialGraminoid_cover,NativeShrub_cover,NA,NA,NA,NA,Euc_canopy_cover,NA,euc_sdlgs0_50cm,NA,NA,NA,NA,NA,NA,MrVBF,K_perc,Th_ppm,U_ppm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beachpor
R_2zj7U8UJE7GgEYS,Beachpor-2-2-2,2,2,2,-0.0255903,slope,103,0.0167391,identity,identity,eucalyptus,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs50cm_2m,R_2zj7U8UJE7GgEYS,ExoticPerennialGrass_cover,348,0,linear,standard,16,16,13,13,3,3,0,0,retain,exclude_partial,NA,Grass cover did not have an influence on Eucalyptus spp. seedling recruitment.,none_c,R 4.0.0,R,4.0.0,R,4.0.0,NA,NA,Season,NA,NA,Easting,Northing,NA,NA,ExoticAnnualGrass_cover,ExoticAnnualHerb_cover,ExoticPerennialHerb_cover,ExoticPerennialGrass_cover,ExoticShrub_cover,NativePerennialFern_cover,NativePerennialGrass_cover,NA,NativePerennialGraminoid_cover,NativeShrub_cover,NA,NA,NA,NA,Euc_canopy_cover,NA,euc_sdlgs0_50cm,NA,NA,NA,NA,NA,NA,MrVBF,K_perc,Th_ppm,U_ppm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beachpor
R_2zj7U8UJE7GgEYS,Beachpor-2-2-3,2,2,3,0.0106045,slope,103,0.0088735,identity,identity,eucalyptus,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs50cm_2m,R_2zj7U8UJE7GgEYS,NativePerennialGrass_cover,348,0,linear,standard,16,16,13,13,3,3,0,0,retain,exclude_partial,NA,Grass cover did not have an influence on Eucalyptus spp. seedling recruitment.,none_c,R 4.0.0,R,4.0.0,R,4.0.0,NA,NA,Season,NA,NA,Easting,Northing,NA,NA,ExoticAnnualGrass_cover,ExoticAnnualHerb_cover,ExoticPerennialHerb_cover,ExoticPerennialGrass_cover,ExoticShrub_cover,NativePerennialFern_cover,NativePerennialGrass_cover,NA,NativePerennialGraminoid_cover,NativeShrub_cover,NA,NA,NA,NA,Euc_canopy_cover,NA,euc_sdlgs0_50cm,NA,NA,NA,NA,NA,NA,MrVBF,K_perc,Th_ppm,U_ppm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beachpor
R_2zNKAmJcWbM4QtY,Beaufort-2-2-1,2,2,1,-0.005413,slope,300.87375,0.007008,logit,logit,eucalyptus,1,NA,NA,constructed variable (combining information from two or more original variables),"1 if there is at least one seedling in the plot; 0 if no seedlings. using sdlgs_total, which was the sum of the counts in the three seedling size classes, the following code was used to generate this field: ifelse(sdlgs_total > 0, 1, 0)",NA,R_2zNKAmJcWbM4QtY,NA,NA,0,generalised,standard,12,NA,NA,NA,NA,NA,NA,NA,exclude,retain,NA,"this dataset does not provide sufficient evidence to declare a significant effect of herbaceous vegetation cover on seedling recruitment, either by counts or by presence/absence, given variation in seedling availability",none_q,R v3.6.1,R,3.6.1,R,3.6.1,NA,NA,Season,Property,NA,NA,NA,NA,NA,ExoticAnnualGrass_cover,ExoticAnnualHerb_cover,ExoticPerennialHerb_cover,ExoticPerennialGrass_cover,NA,NativePerennialFern_cover,NativePerennialGrass_cover,NativePerennialHerb_cover,NativePerennialGraminoid_cover,NA,NA,NA,NA,NA,Euc_canopy_cover,Distance_to_Eucalypt_canopy(m),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beaufort
